sales_agent,manager,regional_office,status,account,opportunity_id,sales_agent_2,deal_stage,product,created_date,close_date,close_value
Jonathan Berthelot,Melvin Marxen,Central,Current,,BEDNZXVE,Jonathan Berthelot,In Progress,GTX Basic,2017-07-25,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,T0VHKKCN,Jonathan Berthelot,Lost,GTXPro,2017-07-24,2017-07-25,0
Jonathan Berthelot,Melvin Marxen,Central,Current,,QGXJLNK1,Jonathan Berthelot,In Progress,GTX Basic,2017-07-24,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Streethex,BICJY3FZ,Jonathan Berthelot,Won,GTX Plus Pro,2017-07-23,2017-11-19,6049
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,L65X2CDL,Jonathan Berthelot,Lost,GTXPro,2017-07-22,2017-11-12,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Domzoom,P3XN6SXX,Jonathan Berthelot,Lost,GTX Plus Basic,2017-07-22,2017-07-24,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,4RWE00T8,Jonathan Berthelot,Lost,GTX Basic,2017-07-22,2017-11-05,0
Jonathan Berthelot,Melvin Marxen,Central,Current,,ZTQD4PLQ,Jonathan Berthelot,In Progress,GTX Plus Basic,2017-07-22,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,6F5TIV66,Jonathan Berthelot,In Progress,GTX Plus Basic,2017-07-21,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,02K37JAK,Jonathan Berthelot,In Progress,GTX Plus Basic,2017-07-21,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,WARBRUXU,Jonathan Berthelot,In Progress,GTX Basic,2017-07-21,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,0NSRB3EO,Jonathan Berthelot,In Progress,MG Special,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,PJ75Q8VM,Jonathan Berthelot,In Progress,GTXPro,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,CDVDL9I5,Jonathan Berthelot,In Progress,GTX Plus Basic,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Gekko & Co,29W6WPLA,Jonathan Berthelot,In Progress,GTX Plus Basic,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,KTWP0SMT,Jonathan Berthelot,In Progress,GTX Basic,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,JDHHDOX8,Jonathan Berthelot,In Progress,GTX Basic,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,,90G292UY,Jonathan Berthelot,In Progress,GTX Basic,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Cheers,GY10EROJ,Jonathan Berthelot,In Progress,GTX Basic,2017-07-20,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Inity,PQOHTS9I,Jonathan Berthelot,In Progress,GTXPro,2017-07-19,,
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,OB8UCQ17,Jonathan Berthelot,Won,GTX Basic,2017-07-17,2017-07-26,490
Jonathan Berthelot,Melvin Marxen,Central,Current,Toughzap,AX7WS66G,Jonathan Berthelot,Won,GTX Basic,2017-07-17,2017-07-24,617
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,VE334W2U,Jonathan Berthelot,Won,GTX Basic,2017-07-17,2017-09-23,546
Jonathan Berthelot,Melvin Marxen,Central,Current,Genco Pura Olive Oil Company,4ID56TXX,Jonathan Berthelot,Lost,MG Advanced,2017-07-16,2017-07-28,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Isdom,N7MDRJ01,Jonathan Berthelot,Lost,GTX Basic,2017-07-16,2017-07-25,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,ZWVRS27V,Jonathan Berthelot,Lost,MG Special,2017-07-15,2017-11-04,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Konmatfix,0QV1LRME,Jonathan Berthelot,Won,GTX Plus Basic,2017-07-11,2017-07-18,1258
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,MWAW08I7,Jonathan Berthelot,Won,GTX Basic,2017-07-11,2017-07-12,576
Jonathan Berthelot,Melvin Marxen,Central,Current,Cancity,0CTHPQGT,Jonathan Berthelot,Won,MG Special,2017-07-09,2017-07-19,53
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,MBLFZPU2,Jonathan Berthelot,Lost,GTX Basic,2017-07-08,2017-09-12,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Scottech,EHC9KQDN,Jonathan Berthelot,Lost,GTX Basic,2017-07-08,2017-07-09,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,ZPKCSV3R,Jonathan Berthelot,Won,MG Special,2017-07-07,2017-07-11,64
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,GVCWDG9Y,Jonathan Berthelot,Won,GTXPro,2017-07-05,2017-07-17,4213
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,WCKKFSVL,Jonathan Berthelot,Lost,MG Advanced,2017-07-05,2017-07-06,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,H2HNTSIP,Jonathan Berthelot,Won,MG Advanced,2017-07-03,2017-07-05,3101
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,N3TUSU37,Jonathan Berthelot,Won,GTX Plus Basic,2017-07-01,2017-08-11,1012
Jonathan Berthelot,Melvin Marxen,Central,Current,Scottech,2IQ0ZY9W,Jonathan Berthelot,Won,GTX Basic,2017-07-01,2017-07-11,574
Jonathan Berthelot,Melvin Marxen,Central,Current,Toughzap,NT510FGZ,Jonathan Berthelot,Lost,MG Special,2017-07-01,2017-08-27,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,LQXWWZGN,Jonathan Berthelot,Lost,GTX Basic,2017-07-01,2017-07-03,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,4F8MNVNP,Jonathan Berthelot,Lost,GTX Basic,2017-06-30,2017-07-07,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Ron-tech,Y9SCLUH8,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-29,2017-09-02,835
Jonathan Berthelot,Melvin Marxen,Central,Current,Ron-tech,5CFCTZ5K,Jonathan Berthelot,Won,GTX Basic,2017-06-28,2017-09-02,501
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,LZ6PSZ4T,Jonathan Berthelot,Lost,MG Advanced,2017-06-28,2017-07-05,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Finhigh,OZL7CDMQ,Jonathan Berthelot,Lost,GTX Plus Basic,2017-06-28,2017-07-03,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Cancity,AUS25SFH,Jonathan Berthelot,Won,GTX Basic,2017-06-26,2017-07-03,504
Jonathan Berthelot,Melvin Marxen,Central,Current,Inity,8QH99OEZ,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-22,2017-09-13,1051
Jonathan Berthelot,Melvin Marxen,Central,Current,Funholding,VCD47XNB,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-22,2017-06-26,1033
Jonathan Berthelot,Melvin Marxen,Central,Current,Toughzap,VYPIKMKO,Jonathan Berthelot,Won,GTX Basic,2017-06-22,2017-08-27,612
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,3AIA6RL3,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-20,2017-08-20,1132
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,SWV0JUQJ,Jonathan Berthelot,Won,MG Special,2017-06-18,2017-06-22,60
Jonathan Berthelot,Melvin Marxen,Central,Current,Bioholding,L58MN75X,Jonathan Berthelot,Won,GTXPro,2017-06-18,2017-09-15,5220
Jonathan Berthelot,Melvin Marxen,Central,Current,Isdom,BTNSR87A,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-18,2017-07-01,1149
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,K0HLZM4Q,Jonathan Berthelot,Lost,GTX Basic,2017-06-18,2017-08-21,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,M4HY664H,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-15,2017-09-25,918
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,RB7IA4JX,Jonathan Berthelot,Won,GTX Basic,2017-06-15,2017-06-28,546
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,KTSB1KYT,Jonathan Berthelot,Won,GTX Basic,2017-06-15,2017-09-09,460
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,4ICL09BD,Jonathan Berthelot,Won,GTX Basic,2017-06-14,2017-08-23,580
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,2GN2TRVV,Jonathan Berthelot,Lost,GTX Basic,2017-06-13,2017-08-23,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Zumgoity,VSZ4UVVN,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-11,2017-09-20,1144
Jonathan Berthelot,Melvin Marxen,Central,Current,Isdom,MKEVYIDI,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-10,2017-06-17,834
Jonathan Berthelot,Melvin Marxen,Central,Current,Finhigh,0YCAS0B9,Jonathan Berthelot,Won,GTX Plus Pro,2017-06-08,2017-08-27,6096
Jonathan Berthelot,Melvin Marxen,Central,Current,Rangreen,G6X1B2K5,Jonathan Berthelot,Won,GTX Basic,2017-06-08,2017-09-13,532
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,4QP55BTO,Jonathan Berthelot,Won,GTX Basic,2017-06-08,2017-06-16,614
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,X46ZXX2S,Jonathan Berthelot,Lost,GTX Plus Basic,2017-06-08,2017-08-11,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Ron-tech,MWT1ZV0Y,Jonathan Berthelot,Won,GTX Basic,2017-06-07,2017-06-18,627
Jonathan Berthelot,Melvin Marxen,Central,Current,Finhigh,OFIORN0G,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-06,2017-06-11,1140
Jonathan Berthelot,Melvin Marxen,Central,Current,Funholding,MU6NOSH1,Jonathan Berthelot,Won,GTX Basic,2017-06-06,2017-06-17,624
Jonathan Berthelot,Melvin Marxen,Central,Current,Funholding,H6TY7RBJ,Jonathan Berthelot,Lost,GTX Plus Basic,2017-06-06,2017-08-28,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,W5P1OLUL,Jonathan Berthelot,Won,GTX Basic,2017-06-05,2017-08-03,554
Jonathan Berthelot,Melvin Marxen,Central,Current,Finhigh,SFBHZLHK,Jonathan Berthelot,Won,GTXPro,2017-06-03,2017-09-12,4138
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,NGTMVX1C,Jonathan Berthelot,Won,GTX Plus Basic,2017-06-03,2017-06-21,1040
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,LDAXEBR0,Jonathan Berthelot,Won,GTX Basic,2017-06-03,2017-06-22,639
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,GIJ14130,Jonathan Berthelot,Won,GTX Basic,2017-06-02,2017-09-04,519
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,W604BPPE,Jonathan Berthelot,Lost,GTX Basic,2017-06-02,2017-08-25,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Bioholding,IWQP4M72,Jonathan Berthelot,Lost,GTX Plus Basic,2017-05-29,2017-08-29,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,48INT6OA,Jonathan Berthelot,Won,GTXPro,2017-05-27,2017-08-05,4924
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,JP2EY6QU,Jonathan Berthelot,Won,GTXPro,2017-05-27,2017-09-02,4929
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,PLYYX5CD,Jonathan Berthelot,Won,GTX Plus Pro,2017-05-27,2017-08-17,5769
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,M26BSX5S,Jonathan Berthelot,Lost,GTXPro,2017-05-27,2017-08-06,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Funholding,I4YPNNTU,Jonathan Berthelot,Won,MG Advanced,2017-05-25,2017-08-09,3808
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,ZT2NKCV5,Jonathan Berthelot,Won,MG Special,2017-05-25,2017-05-31,55
Jonathan Berthelot,Melvin Marxen,Central,Current,Statholdings,SUXDAQNV,Jonathan Berthelot,Lost,GTX Basic,2017-05-25,2017-08-28,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Funholding,7SJD7M9K,Jonathan Berthelot,Won,GTXPro,2017-05-23,2017-08-20,4180
Jonathan Berthelot,Melvin Marxen,Central,Current,Finhigh,J8Y1OGY2,Jonathan Berthelot,Lost,MG Special,2017-05-23,2017-05-28,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,GIVVPRQQ,Jonathan Berthelot,Won,GTXPro,2017-05-21,2017-08-30,4606
Jonathan Berthelot,Melvin Marxen,Central,Current,Funholding,MQY3YOQS,Jonathan Berthelot,Won,GTX Basic,2017-05-19,2017-06-02,583
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,VA2JJZXD,Jonathan Berthelot,Lost,GTXPro,2017-05-19,2017-09-09,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Genco Pura Olive Oil Company,G6PDDHMN,Jonathan Berthelot,Lost,GTX Basic,2017-05-17,2017-05-31,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,D6XIVDQF,Jonathan Berthelot,Won,GTXPro,2017-05-13,2017-09-06,5625
Jonathan Berthelot,Melvin Marxen,Central,Current,dambase,G43QQLLF,Jonathan Berthelot,Lost,MG Advanced,2017-05-12,2017-05-20,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Gogozoom,WUE92JFJ,Jonathan Berthelot,Won,GTX Plus Basic,2017-05-09,2017-05-16,1100
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,SSZHMEE3,Jonathan Berthelot,Lost,GTX Basic,2017-05-09,2017-06-27,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,1Q5XFO8D,Jonathan Berthelot,Lost,GTX Basic,2017-05-08,2017-08-21,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Rangreen,Z64MQTF2,Jonathan Berthelot,Won,GTXPro,2017-05-07,2017-08-14,5310
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,1XNXJUQM,Jonathan Berthelot,Won,GTX Plus Basic,2017-05-07,2017-08-10,1194
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,INAEAAI9,Jonathan Berthelot,Won,GTX Plus Basic,2017-05-07,2017-09-02,1093
Jonathan Berthelot,Melvin Marxen,Central,Current,Isdom,BB7JH1C4,Jonathan Berthelot,Lost,GTXPro,2017-05-06,2017-05-18,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Condax,4DPSFUEC,Jonathan Berthelot,Lost,GTX Basic,2017-05-06,2017-05-23,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Condax,XWN6WWOD,Jonathan Berthelot,Won,MG Special,2017-05-05,2017-08-01,57
Jonathan Berthelot,Melvin Marxen,Central,Current,Inity,F9XJYM9F,Jonathan Berthelot,Won,GTX Basic,2017-05-05,2017-08-12,511
Jonathan Berthelot,Melvin Marxen,Central,Current,Statholdings,GVCMT0GZ,Jonathan Berthelot,Lost,GTXPro,2017-05-04,2017-08-25,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Betatech,P05J08B4,Jonathan Berthelot,Lost,GTXPro,2017-05-04,2017-05-20,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,38EYB40T,Jonathan Berthelot,Won,MG Special,2017-05-03,2017-05-14,60
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,GXBV5VYA,Jonathan Berthelot,Won,GTX Basic,2017-05-02,2017-05-06,526
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,ZIFDD41D,Jonathan Berthelot,Won,GTX Basic,2017-05-01,2017-08-11,543
Jonathan Berthelot,Melvin Marxen,Central,Current,Domzoom,BGQ2F0HA,Jonathan Berthelot,Won,GTX Basic,2017-04-30,2017-05-13,586
Jonathan Berthelot,Melvin Marxen,Central,Current,Konmatfix,KOI7M0RU,Jonathan Berthelot,Lost,GTX Basic,2017-04-28,2017-08-15,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,Q0KYIEKA,Jonathan Berthelot,Won,GTX Basic,2017-04-24,2017-04-26,580
Jonathan Berthelot,Melvin Marxen,Central,Current,Inity,GC4YH9D0,Jonathan Berthelot,Won,GTX Basic,2017-04-22,2017-08-12,570
Jonathan Berthelot,Melvin Marxen,Central,Current,Streethex,TBPGQYF8,Jonathan Berthelot,Won,MG Special,2017-04-21,2017-04-22,55
Jonathan Berthelot,Melvin Marxen,Central,Current,Ron-tech,0XI051FP,Jonathan Berthelot,Lost,MG Advanced,2017-04-21,2017-05-02,0
Jonathan Berthelot,Melvin Marxen,Central,Current,dambase,6YIW81M9,Jonathan Berthelot,Lost,MG Advanced,2017-04-21,2017-04-22,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Gogozoom,QUGPSHY8,Jonathan Berthelot,Won,MG Special,2017-04-20,2017-04-27,56
Jonathan Berthelot,Melvin Marxen,Central,Current,Domzoom,0IF5FH68,Jonathan Berthelot,Won,GTX Plus Pro,2017-04-20,2017-08-03,5203
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,WTCU9X9M,Jonathan Berthelot,Won,GTX Plus Basic,2017-04-20,2017-06-15,1183
Jonathan Berthelot,Melvin Marxen,Central,Current,Streethex,XAE858UJ,Jonathan Berthelot,Won,GTX Basic,2017-04-20,2017-06-30,628
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,D7MYDHMF,Jonathan Berthelot,Won,GTX Basic,2017-04-20,2017-04-29,657
Jonathan Berthelot,Melvin Marxen,Central,Current,Toughzap,GTEFJL6U,Jonathan Berthelot,Lost,GTX Basic,2017-04-20,2017-04-22,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Domzoom,VD6BP6T2,Jonathan Berthelot,Won,MG Special,2017-04-16,2017-04-23,68
Jonathan Berthelot,Melvin Marxen,Central,Current,Scottech,GYBIACTC,Jonathan Berthelot,Won,GTX Basic,2017-04-16,2017-04-24,538
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,QQH0YV1W,Jonathan Berthelot,Won,MG Special,2017-04-14,2017-04-24,54
Jonathan Berthelot,Melvin Marxen,Central,Current,Zumgoity,NVDVFYGE,Jonathan Berthelot,Won,GTX Basic,2017-04-14,2017-04-25,565
Jonathan Berthelot,Melvin Marxen,Central,Current,Rangreen,HMI6RBK9,Jonathan Berthelot,Won,GTX Basic,2017-04-12,2017-06-16,544
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,JBBJL4C2,Jonathan Berthelot,Won,GTX Basic,2017-04-12,2017-06-23,531
Jonathan Berthelot,Melvin Marxen,Central,Current,Cancity,M9RGVU1F,Jonathan Berthelot,Lost,GTXPro,2017-04-12,2017-04-24,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,5OJ4IRW4,Jonathan Berthelot,Won,GTX Plus Basic,2017-04-10,2017-06-27,1115
Jonathan Berthelot,Melvin Marxen,Central,Current,Streethex,EYW0QD8A,Jonathan Berthelot,Won,GTXPro,2017-04-07,2017-06-27,4534
Jonathan Berthelot,Melvin Marxen,Central,Current,Zumgoity,DXBLA2BS,Jonathan Berthelot,Won,GTX Plus Basic,2017-04-07,2017-04-17,1189
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,QL7H3WQZ,Jonathan Berthelot,Won,GTX Plus Basic,2017-04-07,2017-04-09,1091
Jonathan Berthelot,Melvin Marxen,Central,Current,Rangreen,0000I7AO,Jonathan Berthelot,Won,GTX Basic,2017-04-05,2017-05-12,505
Jonathan Berthelot,Melvin Marxen,Central,Current,dambase,XEP9GSSY,Jonathan Berthelot,Lost,GTX Basic,2017-04-05,2017-08-07,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Streethex,0XC4DR3F,Jonathan Berthelot,Won,GTXPro,2017-04-04,2017-04-10,5032
Jonathan Berthelot,Melvin Marxen,Central,Current,Konmatfix,ILYP3YGW,Jonathan Berthelot,Won,GTXPro,2017-04-04,2017-04-06,5063
Jonathan Berthelot,Melvin Marxen,Central,Current,Finhigh,DIWC1AHU,Jonathan Berthelot,Lost,GTX Plus Pro,2017-04-04,2017-04-06,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,BP7JRV1O,Jonathan Berthelot,Won,GTX Plus Basic,2017-04-01,2017-06-05,1184
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,JFB4WY8C,Jonathan Berthelot,Won,GTX Basic,2017-04-01,2017-04-08,565
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,CCVCBR83,Jonathan Berthelot,Won,GTX Basic,2017-03-29,2017-04-05,553
Jonathan Berthelot,Melvin Marxen,Central,Current,dambase,8BY9YRL9,Jonathan Berthelot,Won,GTX Plus Pro,2017-03-27,2017-06-26,5991
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,CMPFB2PS,Jonathan Berthelot,Lost,GTX Basic,2017-03-26,2017-04-02,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Konmatfix,2YVVZN5L,Jonathan Berthelot,Lost,GTX Plus Basic,2017-03-22,2017-05-03,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Ron-tech,M1L0IWB6,Jonathan Berthelot,Won,MG Advanced,2017-03-21,2017-05-11,3232
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,8A5HA974,Jonathan Berthelot,Lost,GTX Basic,2017-03-21,2017-04-01,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Bioholding,87XTACKH,Jonathan Berthelot,Won,GTX Plus Basic,2017-03-18,2017-05-26,1137
Jonathan Berthelot,Melvin Marxen,Central,Current,Ron-tech,YZ1EYM3Y,Jonathan Berthelot,Won,MG Advanced,2017-03-08,2017-03-18,3217
Jonathan Berthelot,Melvin Marxen,Central,Current,Gogozoom,7C9Q2ZA3,Jonathan Berthelot,Won,GTX Basic,2017-03-08,2017-03-24,590
Jonathan Berthelot,Melvin Marxen,Central,Current,Inity,9AMJKJX6,Jonathan Berthelot,Won,GTX Basic,2017-03-06,2017-05-31,579
Jonathan Berthelot,Melvin Marxen,Central,Current,Domzoom,M92Y63Q3,Jonathan Berthelot,Won,MG Special,2017-03-05,2017-05-05,59
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,6CKB8I8U,Jonathan Berthelot,Lost,GTX Plus Basic,2017-03-04,2017-05-13,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,B8RR21XP,Jonathan Berthelot,Lost,GTX Plus Basic,2017-03-03,2017-03-16,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Scottech,6U0CT07B,Jonathan Berthelot,Won,GTX Basic,2017-03-02,2017-06-06,595
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,L6KOBEBZ,Jonathan Berthelot,Won,GTX Basic,2017-02-27,2017-05-27,528
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,P3VM7655,Jonathan Berthelot,Won,MG Advanced,2017-02-25,2017-05-06,3281
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,RSEDY99J,Jonathan Berthelot,Won,GTX Plus Basic,2017-02-24,2017-06-16,1055
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,R7GVZT8J,Jonathan Berthelot,Lost,MG Advanced,2017-02-24,2017-05-10,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,RFKIN7FG,Jonathan Berthelot,Lost,GTX Basic,2017-02-19,2017-05-25,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Isdom,MMKMJ0WC,Jonathan Berthelot,Won,GTXPro,2017-02-17,2017-06-07,4494
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,X6LO8WPD,Jonathan Berthelot,Won,GTX Basic,2017-02-15,2017-05-28,505
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,3LED0EK3,Jonathan Berthelot,Lost,MG Advanced,2017-02-14,2017-05-11,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,XMH4CH4Q,Jonathan Berthelot,Won,GTX Basic,2017-02-12,2017-05-21,518
Jonathan Berthelot,Melvin Marxen,Central,Current,Statholdings,G0R305KO,Jonathan Berthelot,Lost,GTX Plus Basic,2017-02-11,2017-05-11,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,GMI6XZ4O,Jonathan Berthelot,Won,GTX Basic,2017-02-08,2017-05-04,612
Jonathan Berthelot,Melvin Marxen,Central,Current,Stanredtax,HUFYU0AT,Jonathan Berthelot,Lost,GTX Basic,2017-02-08,2017-05-24,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Streethex,SRZMNS79,Jonathan Berthelot,Won,GTX Plus Basic,2017-02-07,2017-05-19,1131
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,ZL6TJDPG,Jonathan Berthelot,Lost,GTX Basic,2017-02-03,2017-05-16,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Warephase,D77SFTS4,Jonathan Berthelot,Lost,GTX Plus Basic,2017-02-02,2017-03-12,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Rangreen,G2GU9DYX,Jonathan Berthelot,Won,GTXPro,2017-01-29,2017-05-06,4736
Jonathan Berthelot,Melvin Marxen,Central,Current,Rundofase,RBXWRHBJ,Jonathan Berthelot,Lost,GTX Basic,2017-01-29,2017-03-06,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,VAH6Y3F6,Jonathan Berthelot,Won,GTX Plus Basic,2017-01-23,2017-05-17,1039
Jonathan Berthelot,Melvin Marxen,Central,Current,Codehow,K8RQWTP4,Jonathan Berthelot,Lost,MG Special,2017-01-22,2017-05-15,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Domzoom,QVF0JRM5,Jonathan Berthelot,Won,MG Advanced,2017-01-20,2017-03-28,3459
Jonathan Berthelot,Melvin Marxen,Central,Current,Hottechi,6DCKCXDC,Jonathan Berthelot,Won,GTXPro,2017-01-20,2017-05-05,5008
Jonathan Berthelot,Melvin Marxen,Central,Current,Conecom,PFHS80CR,Jonathan Berthelot,Lost,GTXPro,2017-01-18,2017-05-20,0
Jonathan Berthelot,Melvin Marxen,Central,Current,Genco Pura Olive Oil Company,R7XZAIWS,Jonathan Berthelot,Won,MG Advanced,2017-01-17,2017-03-14,3257
Jonathan Berthelot,Melvin Marxen,Central,Current,Globex Corporation,8O3IYWSM,Jonathan Berthelot,Won,GTX Basic,2017-01-12,2017-05-17,513
Jonathan Berthelot,Melvin Marxen,Central,Current,Gogozoom,A4BBDK82,Jonathan Berthelot,Won,GTX Basic,2017-01-11,2017-03-28,585
Jonathan Berthelot,Melvin Marxen,Central,Current,Inity,FKS9MVF6,Jonathan Berthelot,Won,GTX Basic,2017-01-09,2017-03-02,504
Jonathan Berthelot,Melvin Marxen,Central,Current,Treequote,HG07LMHI,Jonathan Berthelot,Won,GTXPro,2017-01-05,2017-03-19,4716
Jonathan Berthelot,Melvin Marxen,Central,Current,Dontechi,F1X5ZJ7V,Jonathan Berthelot,Won,GTX Basic,2017-01-02,2017-05-04,572
